NombreDpto,IdCiudad,NombreCiudad,EsInternacional
VALLE,10856,EL DOVIO,False
VALLE,10857,FLORIDA,False
VALLE,10858,GINEBRA,False
VALLE,10859,GUACARI,False
VALLE,10860,GUADALAJARA DE BUGA,False
VALLE,10861,JAMUNDI,False
VALLE,10862,LA CUMBRE,False
VALLE,10863,LA UNION,False
VALLE,10864,LA VICTORIA,False
VALLE,10865,OBANDO,False
VALLE,10866,PALMIRA,False
VALLE,10867,PRADERA,False
VALLE,10868,RESTREPO,False
VALLE,10869,RIOFRIO,False
VALLE,10870,ROLDANILLO,False
VALLE,10871,SAN PEDRO,False
VALLE,10872,SEVILLA,False
VALLE,10873,TORO,False
VALLE,10874,TRUJILLO,False
VALLE,10875,TULUA,False
VALLE,10876,ULLOA,False
VALLE,10877,VERSALLES,False
VALLE,10878,VIJES,False
VALLE,10879,YOTOCO,False
VALLE,10880,YUMBO,False
VALLE,10881,ZARZAL,False
ARAUCA,10882,ARAUCA,False
ARAUCA,10883,ARAUQUITA,False
ARAUCA,10884,CRAVO NORTE,False
ARAUCA,10885,FORTUL,False
ARAUCA,10886,PUERTO RONDON,False
ARAUCA,10887,SARAVENA,False
ARAUCA,10888,TAME,False
CASANARE,10889,AGUAZUL,False
CASANARE,10890,CHAMEZA,False
CASANARE,10891,HATO COROZAL,False
CASANARE,10892,LA SALINA,False
CASANARE,10893,MANI,False
CASANARE,10894,MONTERREY,False
CASANARE,10895,NUNCHIA,False
CASANARE,10896,OROCUE,False
CASANARE,10897,PAZ DE ARIPORO,False
CASANARE,10898,PORE,False
CASANARE,10899,RECETOR,False
CASANARE,10900,SABANALARGA,False
CASANARE,10901,SACAMA,False
CASANARE,10902,SAN LUIS DE PALENQUE,False
CASANARE,10903,TAMARA,False
CASANARE,10904,TAURAMENA,False
CASANARE,10905,TRINIDAD,False
CASANARE,10906,VILLANUEVA,False
CASANARE,10907,YOPAL,False
PUTUMAYO,10908,COLON,False
PUTUMAYO,10909,LEGUÍZAMO,False
PUTUMAYO,10910,MOCOA,False
PUTUMAYO,10911,ORITO,False
PUTUMAYO,10912,PUERTO ASIS,False
PUTUMAYO,10913,PUERTO CAICEDO,False
PUTUMAYO,10914,PUERTO GUZMAN,False
PUTUMAYO,10915,SAN FRANCISCO,False
PUTUMAYO,10916,SAN MIGUEL,False
PUTUMAYO,10917,SANTIAGO,False
PUTUMAYO,10918,SIBUNDOY,False
PUTUMAYO,10919,VALLE DEL GUAMUEZ,False
PUTUMAYO,10920,VILLAGARZON,False
SAN ANDRES,10921,PROVIDENCIA Y SANTA,False
SAN ANDRES,10922,SAN ANDRES,False
AMAZONAS,10923,EL ENCANTO,False
AMAZONAS,10924,LA CHORRERA,False
AMAZONAS,10925,LA PEDRERA,False
AMAZONAS,10926,LA VICTORIA,False
AMAZONAS,10927,LETICIA,False
AMAZONAS,10928,MIRITI-PARANA,False
AMAZONAS,10929,PUERTO ALEGRIA,False
AMAZONAS,10930,PUERTO ARICA,False
AMAZONAS,10931,PUERTO NARIÑO,False
AMAZONAS,10932,PUERTO SANTANDER,False
AMAZONAS,10933,TARAPACA,False
GUAINIA,10934,BARRANCO MINA,False
GUAINIA,10935,CACAHUAL,False
GUAINIA,10936,INIRIDA,False
GUAINIA,10937,LA GUADALUPE,False
GUAINIA,10938,MAPIRIPANA,False
GUAINIA,10939,MORICHAL,False
GUAINIA,10940,PANA PANA,False
GUAINIA,10941,PUERTO COLOMBIA,False
GUAINIA,10942,SAN FELIPE,False
GUAVIARE,10943,CALAMAR,False
GUAVIARE,10944,EL RETORNO,False
GUAVIARE,10945,MIRAFLORES,False
GUAVIARE,10946,SAN JOSE DEL GUAVIAR,False
VAUPES,10947,CARURU,False
VAUPES,10948,MITU,False
VAUPES,10949,PACOA,False
VAUPES,10950,PAPUNAHUA,False
VAUPES,10951,TARAIRA,False
VAUPES,10952,YAVARATE,False
VICHADA,10953,CUMARIBO,False
VICHADA,10954,LA PRIMAVERA,False
VICHADA,10955,PUERTO CARREÑO,False
VICHADA,10956,SANTA ROSALIA,False
